iterations,average,min,max
134,14843.14,11429,17656
135,14807.12,11208,17656
136,14764.19,11208,17655
137,14734.93,11140,17655
138,14700.43,11140,17655
139,14662.13,11140,17655
140,14619.14,11140,17655
141,14578.66,11140,17655
142,14553.2,11140,17404
143,14507.98,11140,17404
144,14481.25,11140,17404
145,14451.34,11140,17404
146,14428.1,11140,17404
147,14398.31,11140,17404
148,14372.7,11140,17404
149,14338.86,11140,17404
150,14316.13,11140,17404
151,14285.78,11103,17404
152,14247.37,11103,17404
153,14224.26,11103,17404
154,14197.37,11103,17404
155,14156.44,11066,17404
156,14125.35,11054,17358
157,14099.82,11054,17358
158,14085.8,11054,17358
159,14058.98,11054,17358
160,14036.72,11054,17358
161,13998.84,11054,17358
162,13967.1,11054,17358
163,13939.87,11007,17358
164,13916.54,11007,17358
165,13897.04,11007,17358
166,13872.28,11007,17358
167,13844.46,11007,17088
168,13826.58,11007,17088
169,13797.75,11007,17088
170,13779,11007,17088
171,13746.84,11007,17088
172,13702.69,11007,17088
173,13671.57,11007,17079
174,13652.49,11007,17079
175,13630.02,11007,17079
176,13601.87,10955,17079
177,13574.95,10955,17079
178,13534.3,10955,17079
179,13517.36,10921,17060
180,13490.79,10800,17043
181,13467.9,10800,17027
182,13452.31,10786,17009
183,13436.62,10786,16866
184,13401.41,10786,16866
185,13375.07,10786,16866
186,13335.96,10786,16866
187,13322.74,10786,16866
188,13311.08,10786,16866
189,13283.55,10786,16866
190,13258.55,10776,16866
191,13244.96,10776,16860
192,13215.14,10753,16671
193,13185.96,10753,16671
194,13170.12,10753,16671
195,13159.68,10753,16615
196,13134.37,10753,16391
197,13108.83,10753,16391
198,13091.04,10753,16391
199,13073.13,10753,16382
200,13050.8,10753,16298
201,13027.48,10701,16298
202,13010.28,10614,16214
203,12998.21,10614,16214
204,12984.28,10604,16214
205,12972.24,10604,16214
206,12948.38,10604,16214
207,12928.71,10598,16209
208,12897.94,10598,16209
209,12878.7,10598,15846
210,12856.01,10598,15846
211,12838.44,10598,15766
212,12813.8,10542,15766
213,12797.49,10542,15766
214,12784.35,10542,15749
215,12764.46,10542,15749
216,12755.95,10541,15749
217,12733.94,10541,15749
218,12719.19,10489,15723
219,12697.15,10489,15639
220,12679.45,10472,15639
221,12661.37,10472,15607
222,12647.01,10472,15607
223,12620.3,10472,15607
224,12604.85,10472,15503
225,12585.35,10472,15338
226,12570.57,10472,15338
227,12555.07,10472,15323
228,12538.28,10472,15323
229,12509.71,10457,14951
230,12493.03,10457,14951
231,12482.87,10457,14951
232,12463.1,10457,14951
233,12439.03,10457,14894
234,12426.91,10457,14894
235,12412.78,10457,14852
236,12397.05,10441,14852
237,12377.03,10441,14852
238,12359.58,10441,14852
239,12336.02,10422,14518
240,12321.71,10422,14518
241,12302.41,10422,14508
242,12291.09,10422,14498
243,12277.12,10401,14498
244,12257.78,10401,14498
245,12241.35,10401,14498
246,12223.86,10401,14498
247,12202.45,10383,14498
248,12188.12,10355,14498
249,12171.2,10346,14498
250,12155.72,10344,14498
251,12139.38,10344,14498
252,12122.93,10344,14498
253,12110.69,10308,14476
254,12087.29,10296,14408
255,12071.72,10295,14408
256,12057.49,10241,14408
257,12045.26,10241,14371
258,12031.58,10241,14240
259,12019.46,10170,14240
260,12008.62,10170,14240
261,11992.33,10170,14240
262,11979.71,10139,14240
263,11962.54,10139,14240
264,11948.52,10094,14235
265,11941.02,10094,14195
266,11928.64,10094,14195
267,11919.6,10094,14195
268,11909.93,10094,14179
269,11894.77,9985,14179
270,11886.26,9985,14177
271,11870.6,9985,14139
272,11852.43,9985,14139
273,11830.4,9978,14139
274,11817.21,9978,14139
275,11803.65,9978,14135
276,11785.75,9978,14104
277,11760.88,9978,14104
278,11746,9978,14104
279,11733.72,9978,14104
280,11726.67,9967,14104
281,11711.72,9966,14104
282,11697,9966,14104
283,11688.3,9966,14104
284,11673.78,9966,14064
285,11666.55,9956,14064
286,11640.76,9956,14046
287,11627.56,9956,14046
288,11607.62,9774,14028
289,11593.34,9774,14028
290,11578.96,9774,14028
291,11566.03,9774,14028
292,11549.12,9774,13904
293,11539.67,9774,13904
294,11534.21,9774,13904
295,11519.61,9774,13904
296,11512.17,9774,13904
297,11506.68,9774,13904
298,11502.25,9774,13904
299,11495.13,9774,13904
300,11487.33,9774,13904
301,11479.43,9774,13904
302,11474.14,9774,13904
303,11462,9774,13904
304,11449.06,9774,13904
305,11436.72,9774,13904
306,11430.99,9774,13904
307,11423.98,9774,13904
308,11413.52,9774,13904
309,11401.47,9774,13904
310,11385.77,9774,13900
311,11372.99,9774,13900
312,11366.44,9774,13900
313,11358.34,9774,13900
314,11343.71,9774,13900
315,11334.85,9774,13900
316,11317.12,9774,13900
317,11304.6,9622,13900
318,11296.51,9622,13900
319,11292.81,9622,13900
320,11279.78,9622,13900
321,11269.8,9622,13900
322,11264.2,9622,13900
323,11251.04,9622,13900
324,11230.29,9616,13900
325,11219.85,9594,13900
326,11206.52,9594,13885
327,11196.18,9594,13860
328,11184.39,9594,13860
329,11174.53,9594,13860
330,11164.88,9594,13860
331,11150.51,9594,13860
332,11141.88,9510,13860
333,11133.9,9510,13853
334,11125.39,9460,13820
335,11115.85,9446,13820
336,11104.19,9428,13796
337,11088.15,9428,13796
338,11081.47,9428,13796
339,11076.22,9378,13796
340,11071.55,9378,13796
341,11061.2,9378,13796
342,11050.16,9349,13796
343,11046.76,9349,13796
344,11040.43,9349,13796
345,11029.16,9349,13796
346,11015.07,9349,13796
347,11011.08,9349,13796
348,10999.57,9349,13796
349,10988.86,9349,13796
350,10979.15,9349,13796
351,10970.45,9349,13796
352,10964.36,9341,13796
353,10959.99,9341,13796
354,10953.53,9341,13796
355,10949.15,9341,13796
356,10936.91,9315,13796
357,10929.55,9315,13796
358,10924.12,9315,13796
359,10914.5,9315,13796
360,10905.73,9314,13796
361,10895.62,9314,13796
362,10891.21,9308,13796
363,10883.07,9308,13796
364,10870.99,9308,13796
365,10866.33,9308,13796
366,10858.03,9308,13796
367,10848.76,9308,13796
368,10838.27,9308,13796
369,10833.45,9308,13796
370,10826.43,9308,13796
371,10812.87,9308,13796
372,10804.66,9308,13796
373,10799.35,9308,13796
374,10789.82,9308,13796
375,10782.06,9308,13796
376,10776.87,9308,13796
377,10770.25,9308,13796
378,10759.93,9308,13796
379,10747.67,9308,13796
380,10736.42,9308,13796
381,10730.3,9308,13796
382,10724.42,9308,13796
383,10719.83,9308,13796
384,10715.96,9308,13796
385,10709.18,9308,13793
386,10695.74,9308,13793
387,10692.48,9308,13793
388,10680.3,9308,13793
389,10674,9308,13793
390,10660.88,9308,13793
391,10658.28,9308,13793
392,10650.56,9308,13793
393,10645.28,9303,13793
394,10636.74,9275,13793
395,10624.79,9275,13793
396,10618.99,9275,13793
397,10613.38,9275,13793
398,10606.08,9275,13793
399,10599.18,9275,13793
400,10590.89,9275,13793
401,10584.82,9275,13793
402,10576.98,9267,13793
403,10570.63,9266,13793
404,10562.51,9252,13793
405,10556.59,9252,13793
406,10552.2,9223,13793
407,10549.23,9223,13793
408,10546.03,9215,13793
409,10532.21,9215,13793
410,10522.75,9178,13432
411,10513.38,9178,13432
412,10498.31,9178,13432
413,10494.33,9178,13432
414,10488.83,9178,13432
415,10484.27,9178,13432
416,10472.35,9178,13432
417,10464.76,9178,13432
418,10456.27,9178,13432
419,10446.89,9177,13420
420,10441.8,9177,13420
421,10436.08,9177,13420
422,10425.74,9177,13420
423,10417.86,9177,13420
424,10408.9,9177,13261
425,10401.55,9077,13261
426,10396.76,9045,13261
427,10387.4,9023,13006
428,10380.19,9023,13006
429,10373.86,9023,13006
430,10362.29,9023,13006
431,10352.58,9023,13006
432,10344.26,9022,13006
433,10338.18,9022,12779
434,10335.06,9022,12680
435,10330.92,9022,12680
436,10320.39,9009,12515
437,10314.31,9009,12515
438,10308.64,8983,12515
439,10303.42,8959,12507
440,10296.07,8919,12507
441,10290.67,8919,12353
442,10285.02,8919,12353
443,10281.78,8919,12353
444,10277.63,8885,12337
445,10273.85,8885,12334
446,10264.34,8885,12334
447,10261.02,8885,12308
448,10255.32,8885,12308
449,10245.41,8885,12308
450,10239.65,8885,12308
451,10235.89,8885,12287
452,10229.47,8885,12114
453,10223.29,8885,12114
454,10218.1,8885,12114
455,10210.21,8885,12061
456,10202.11,8885,12061
457,10197.71,8885,12011
458,10190.49,8885,12011
459,10182.71,8885,12011
460,10174.74,8885,12011
461,10165.06,8885,12011
462,10155.67,8885,12002
463,10150.95,8885,12002
464,10144.78,8885,11964
465,10138.25,8885,11964
466,10129.06,8885,11964
467,10124.07,8862,11964
468,10113.74,8862,11964
469,10107.85,8862,11953
470,10105.55,8862,11953
471,10101.28,8819,11953
472,10095.23,8819,11953
473,10090.65,8819,11953
474,10086.96,8819,11953
475,10082.36,8741,11953
476,10070.93,8741,11953
477,10064.82,8741,11942
478,10062.24,8735,11942
479,10059.64,8723,11942
480,10053.19,8685,11942
481,10050.12,8685,11930
482,10046.23,8685,11930
483,10037.42,8685,11929
484,10033.71,8685,11929
485,10031.47,8685,11929
486,10028.34,8685,11919
487,10025.41,8682,11919
488,10018.38,8668,11919
489,10016.42,8668,11919
490,10010.77,8668,11894
491,10008.1,8668,11894
492,10005.15,8668,11871
493,10000.45,8652,11871
494,9998.93,8652,11833
495,9993.15,8652,11833
496,9989.45,8652,11833
497,9986.2,8652,11833
498,9983.4,8652,11833
499,9976.71,8652,11833
500,9973.36,8647,11833
501,9971.22,8647,11833
502,9968.34,8647,11833
503,9961.11,8647,11822
504,9955.22,8647,11815
505,9950.32,8647,11815
506,9945.94,8630,11815
507,9938.95,8630,11813
508,9934.58,8630,11813
509,9925.72,8629,11785
510,9918.76,8618,11785
511,9916.81,8618,11785
512,9911.17,8618,11785
513,9907.55,8618,11785
514,9904.03,8618,11777
515,9901.48,8618,11777
516,9898.43,8618,11766
517,9893.72,8618,11766
518,9890.55,8618,11766
519,9887.45,8582,11766
520,9882.85,8582,11766
521,9879.44,8582,11766
522,9875.41,8582,11766
523,9871.38,8582,11766
524,9866.11,8582,11766
525,9864.43,8582,11766
526,9861.85,8582,11715
527,9855.47,8582,11715
528,9853.93,8582,11715
529,9850.19,8582,11715
530,9845.28,8582,11715
531,9839.95,8582,11715
532,9837.34,8582,11715
533,9831.23,8582,11715
534,9821.59,8582,11715
535,9817.15,8582,11715
536,9813.77,8582,11715
537,9807.57,8582,11715
538,9806.17,8582,11715
539,9804.78,8579,11715
540,9796.55,8579,11715
541,9791.92,8579,11715
542,9786.6,8571,11715
543,9782.3,8571,11715
544,9774.62,8571,11715
545,9765.13,8571,11715
546,9761.78,8559,11715
547,9757.24,8347,11715
548,9753.77,8342,11715
549,9748.56,8342,11715
550,9743.14,8339,11667
551,9739.86,8339,11667
552,9735.89,8339,11667
553,9730.86,8339,11605
554,9728.75,8339,11605
555,9723.62,8339,11605
556,9721.58,8259,11605
557,9716.13,8259,11605
558,9713.41,8259,11605
559,9707.27,8259,11580
560,9703.44,8259,11544
561,9697.46,8259,11534
562,9690.54,8242,11516
563,9688.28,8242,11516
564,9681.59,8242,11516
565,9679.74,8242,11504
566,9677.69,8242,11504
567,9675.11,8242,11504
568,9669.32,8242,11502
569,9656.11,8242,11502
570,9652.82,8242,11502
571,9647.62,8242,11502
572,9642.6,8242,11495
573,9637.55,8242,11495
574,9634.15,8242,11492
575,9624.3,8242,11492
576,9620.92,8242,11492
577,9617.24,8242,11492
578,9614.21,8242,11492
579,9606.8,8242,11492
580,9602.88,8242,11492
581,9598.49,8242,11492
582,9595.93,8242,11492
583,9589.63,8242,11492
584,9588.45,8242,11492
585,9584.08,8242,11492
586,9580.86,8242,11492
587,9577.51,8242,11492
588,9572.89,8242,11492
589,9569.89,8242,11492
590,9565.82,8236,11492
591,9562.91,8236,11492
592,9560.87,8236,11492
593,9559.3,8236,11492
594,9556.18,8236,11492
595,9554.7,8236,11492
596,9553.4,8236,11492
597,9551.63,8228,11492
598,9549.83,8228,11492
599,9542.7,8221,11492
600,9540.68,8221,11492
601,9538,8221,11492
602,9535.7,8221,11492
603,9531.8,8221,11492
604,9528.78,8221,11492
605,9527.4,8221,11492
606,9521.57,8210,11492
607,9519.38,8210,11492
608,9508.29,8203,11492
609,9504.09,8203,11492
610,9501.82,8203,11492
611,9499.65,8203,11492
612,9490.6,8201,11492
613,9485.57,8201,11492
614,9482.61,8201,11492
615,9474.11,8201,11492
616,9471.14,8201,11492
617,9465.35,8201,11492
618,9462.29,8186,11492
619,9461.21,8186,11492
620,9457.29,8186,11492
621,9448.11,8186,11492
622,9444.57,8186,11492
623,9442.55,8186,11492
624,9436.81,8186,11492
625,9434.01,8186,11492
626,9430.41,8186,11492
627,9428.04,8186,11492
628,9423.81,8186,11492
629,9420.57,8186,11492
630,9418.36,8186,11492
631,9414.48,8186,11492
632,9411.25,8186,11492
633,9408.28,8186,11492
634,9405.68,8186,11492
635,9399.61,8186,11492
636,9397.5,8186,11492
637,9395.03,8186,11492
638,9391.17,8186,11492
639,9388.49,8186,11492
640,9386.4,8176,11492
641,9382.77,8176,11492
642,9376.44,8175,11492
643,9373.6,8175,11492
644,9371.93,8175,11492
645,9362.14,8175,11492
646,9360.96,8172,11492
647,9358.22,8153,11492
648,9357.5,8153,11492
649,9355.4,8153,11492
650,9352.25,8151,11492
651,9348.96,8151,11492
652,9346.34,8151,11492
653,9342.8,8151,11492
654,9339.67,8151,11492
655,9336.97,8151,11492
656,9334.76,8151,11492
657,9331.16,8151,11492
658,9330.46,8151,11492
659,9325.83,8141,11492
660,9323.61,8141,11492
661,9321.16,8141,11492
662,9319.68,8141,11492
663,9318.29,8141,11492
664,9312.49,8141,11492
665,9307.65,8141,11492
666,9304.01,8141,11492
667,9298.96,8141,11492
668,9294.82,8116,11492
669,9289.19,8077,11492
670,9278.28,8077,11492
671,9276.12,8077,11492
672,9275.5,8069,11492
673,9274.21,8069,11492
674,9272.9,8069,11492
675,9271.65,8061,11492
676,9270.14,8061,11492
677,9267.38,8061,11492
678,9263.52,8061,11492
679,9261.75,8061,11492
680,9260.25,8061,11492
681,9256.89,8061,11492
682,9254.37,8061,11459
683,9252.34,8059,11459
684,9250.65,8059,11459
685,9243.93,8043,11459
686,9242.3,8039,11459
687,9239.58,8039,11459
688,9237.72,8039,11459
689,9234.14,8030,11459
690,9232.85,8030,11459
691,9228.95,8030,11459
692,9227.09,8030,11459
693,9223.06,8030,11459
694,9220.15,8030,11459
695,9219.23,8022,11459
696,9217.33,8022,11459
697,9210.66,8022,11459
698,9208.27,8022,11459
699,9207.03,8022,11459
700,9203.61,8022,11459
701,9201.04,8022,11459
702,9199.43,8022,11459
703,9197.57,8022,11459
704,9196.06,8006,11459
705,9187.71,8006,11459
706,9187,8006,11459
707,9181.9,8006,11459
708,9179.05,8006,11459
709,9174.47,8006,11459
710,9173.22,7995,11459
711,9168.47,7995,11459
712,9166.35,7995,11459
713,9165.82,7989,11459
714,9161.93,7989,11459
715,9159.11,7989,11459
716,9156.09,7989,11459
717,9153.95,7989,11459
718,9152.05,7989,11459
719,9150.84,7989,11459
720,9148.79,7989,11459
721,9145.71,7967,11459
722,9142.05,7947,11459
723,9137.58,7947,11459
724,9135.06,7947,11459
725,9128.9,7941,11459
726,9127.46,7941,11459
727,9126.5,7941,11459
728,9124.49,7941,11459
729,9121.95,7941,11459
730,9116.53,7941,11459
731,9114.98,7941,11459
732,9112.15,7941,11459
733,9111.17,7941,11459
734,9109,7941,11459
735,9107.28,7941,11459
736,9106.4,7941,11459
737,9103.86,7941,11459
738,9102.35,7941,11459
739,9101.62,7941,11459
740,9099.71,7941,11459
741,9096.95,7941,11459
742,9095.6,7941,11459
743,9092.72,7941,11459
744,9090.65,7941,11459
745,9089.02,7941,11459
746,9087.73,7941,11459
747,9086.16,7941,11459
748,9084.15,7941,11459
749,9081.83,7941,11459
750,9079.97,7941,11459
751,9076.42,7941,11459
752,9074.18,7941,11459
753,9072.39,7936,11459
754,9070.97,7936,11459
755,9069.55,7936,11459
756,9068,7936,11459
757,9064.7,7936,11459
758,9062.29,7936,11459
759,9059.72,7936,11459
760,9057.16,7936,11459
761,9051.17,7936,11284
762,9047.91,7936,11284
763,9045.07,7936,11284
764,9042.12,7936,11284
765,9039.83,7936,11284
766,9036.64,7936,11284
767,9034.3,7936,11284
768,9032.91,7936,11284
769,9029.92,7936,11284
770,9028.65,7936,11284
771,9026.02,7936,11284
772,9025.01,7936,11284
773,9023.7,7936,11284
774,9021.75,7936,11284
775,9018.37,7900,11284
776,9017.03,7900,11284
777,9016.54,7900,11284
778,9014.5,7900,11284
779,9013.79,7900,11284
780,9012.76,7900,11284
781,9010.26,7900,11284
782,9007.05,7853,11284
783,9005.06,7853,11284
784,9003.07,7853,11284
785,9002.21,7853,11284
786,8998.39,7820,11284
787,8996.15,7820,11284
788,8991.81,7820,11284
789,8990.9,7820,11284
790,8986.24,7818,11284
791,8984.04,7818,11284
792,8983.08,7818,11284
793,8981.33,7818,11284
794,8979.28,7818,11284
795,8976.9,7818,11284
796,8975.72,7818,11284
797,8974.24,7818,11284
798,8971.44,7818,11284
799,8970.83,7818,11284
800,8969.26,7818,11284
801,8963.64,7815,11284
802,8962.3,7815,11284
803,8960.37,7815,11284
804,8957.79,7763,11284
805,8956.35,7763,11284
806,8954.9,7739,11284
807,8949.62,7739,11284
808,8947.5,7739,11284
809,8943.58,7739,11284
810,8942.37,7739,11284
811,8941.49,7739,11284
812,8940.11,7739,11284
813,8938.51,7739,11284
814,8938.13,7739,11284
815,8936.68,7739,11284
816,8936.5,7739,11284
817,8935.27,7739,11284
818,8934.39,7739,11284
819,8932.5,7739,11284
820,8931.21,7739,11284
821,8930.08,7739,11284
822,8927.66,7739,11284
823,8924.17,7739,11284
824,8922.97,7739,11284
825,8921.15,7739,11284
826,8919.97,7739,11284
827,8916.76,7739,11284
828,8914.79,7739,11284
829,8911.94,7739,11284
830,8908.98,7739,11218
831,8907.79,7739,11218
832,8907.05,7739,11218
833,8906.41,7722,11218
834,8905.3,7722,11218
835,8903.86,7722,11218
836,8902.02,7722,11218
837,8900.9,7722,11218
838,8899.22,7722,11195
839,8896.14,7722,11195
840,8890.02,7722,11195
841,8888.33,7722,11195
842,8885.67,7722,11167
843,8884.46,7722,11163
844,8883.27,7722,11163
845,8882.42,7722,11163
846,8881.05,7722,11163
847,8878.89,7722,11149
848,8876.07,7722,11149
849,8870.33,7722,11149
850,8868.39,7722,11141
851,8866.07,7722,11141
852,8865.44,7722,11141
853,8863.94,7722,11141
854,8861.32,7722,11141
855,8859.83,7722,11141
856,8858.19,7722,11139
857,8857.62,7722,11139
858,8857.02,7722,11139
859,8856.28,7722,11135
860,8855.55,7722,11127
861,8853.29,7722,11127
862,8852.17,7722,11127
863,8851.26,7722,11127
864,8850,7722,11127
865,8848.5,7722,11127
866,8847.13,7722,11127
867,8844.04,7720,11127
868,8838.59,7720,11042
869,8836.37,7720,10932
870,8834.78,7692,10925
871,8832.93,7692,10923
872,8831.19,7692,10890
873,8830.87,7692,10890
874,8829.73,7692,10890
875,8828.4,7692,10890
876,8824.55,7692,10890
877,8820.76,7692,10890
878,8819.35,7692,10828
879,8817.8,7664,10828
880,8817.05,7664,10822
881,8815.55,7664,10822
882,8814.73,7664,10822
883,8813.26,7664,10822
884,8812.02,7664,10822
885,8811.13,7664,10822
886,8809.33,7664,10822
887,8802.91,7664,10822
888,8801.59,7664,10822
889,8800.77,7664,10822
890,8798.31,7664,10822
891,8797.38,7664,10822
892,8792.59,7664,10822
893,8792.05,7664,10822
894,8791.39,7664,10822
895,8790.4,7664,10822
896,8787.5,7646,10822
897,8786.11,7646,10801
898,8783.16,7646,10801
899,8782.16,7646,10801
900,8780.08,7646,10792
901,8779.48,7646,10792
902,8776.93,7646,10792
903,8775.59,7646,10792
904,8774.79,7646,10792
905,8772.56,7646,10792
906,8772.05,7646,10792
907,8771.46,7646,10792
908,8770.58,7646,10792
909,8769.82,7646,10792
910,8769.17,7646,10792
911,8768.35,7646,10792
912,8766.06,7646,10792
913,8765,7646,10792
914,8764.38,7646,10792
915,8763.65,7646,10792
916,8761.12,7646,10792
917,8759.36,7646,10780
918,8757.97,7646,10780
919,8755.7,7646,10777
920,8754.02,7646,10777
921,8752.63,7646,10777
922,8749.24,7646,10777
923,8748.78,7646,10777
924,8747.35,7646,10777
925,8745.03,7646,10777
926,8743.88,7646,10777
927,8742.31,7646,10777
928,8741.53,7646,10777
929,8739.56,7646,10673
930,8736.61,7646,10673
931,8734.24,7632,10673
932,8732.44,7632,10673
933,8731.43,7632,10673
934,8730.11,7632,10673
935,8729.91,7632,10673
936,8728.47,7632,10673
937,8727.8,7632,10673
938,8726.72,7632,10673
939,8726.26,7632,10673
940,8724.37,7632,10673
941,8721.48,7632,10673
942,8716.91,7632,10673
943,8715.23,7632,10673
944,8714.17,7632,10673
945,8713.2,7632,10673
946,8709.74,7632,10673
947,8709.2,7632,10673
948,8708.26,7632,10673
949,8707.63,7632,10673
950,8706.89,7632,10673
951,8705.56,7632,10673
952,8705.33,7632,10673
953,8704.9,7632,10673
954,8703.96,7632,10673
955,8702.45,7632,10673
956,8701.07,7632,10614
957,8700.07,7632,10614
958,8698.57,7620,10614
959,8698.12,7620,10614
960,8696.65,7620,10614
961,8695.99,7620,10614
962,8693.66,7620,10614
963,8692.59,7620,10614
964,8691.77,7620,10614
965,8690.35,7620,10614
966,8689.42,7620,10614
967,8688.54,7620,10614
968,8688.1,7620,10614
969,8686.98,7608,10602
970,8685.86,7608,10602
971,8685.17,7608,10602
972,8682.97,7608,10602
973,8681.68,7608,10596
974,8680.84,7608,10596
975,8679.38,7608,10596
976,8678.24,7608,10596
977,8677.81,7608,10596
978,8675.27,7569,10519
979,8672.56,7524,10440
980,8672.41,7524,10440
981,8670.87,7524,10440
982,8667.88,7524,10440
983,8666.93,7524,10440
984,8666.12,7524,10440
985,8662.73,7524,10440
986,8662.23,7524,10440
987,8661.49,7524,10422
988,8659.1,7524,10363
989,8658.68,7524,10363
990,8657.79,7524,10363
991,8656.19,7524,10363
992,8652.99,7524,10363
993,8652.17,7524,10357
994,8651.58,7524,10357
995,8650.99,7524,10357
996,8649.87,7524,10357
997,8647.36,7524,10345
998,8646.95,7524,10345
999,8646.29,7524,10345
1000,8644.88,7524,10345
1001,8643.97,7524,10345
