iterations,average,min,max
144,30790.92,27282,34359
145,30729.81,27220,34359
146,30673.36,27075,34359
147,30610.58,26799,34359
148,30554.29,26594,34359
149,30461.93,26458,34014
150,30411.73,26458,34014
151,30350.55,26458,34014
152,30232.89,26447,34014
153,30164.76,26301,34014
154,30109.25,26249,33670
155,30072.68,26249,33670
156,29995.49,26249,33670
157,29947.57,25707,33610
158,29891.84,25707,33610
159,29826.86,25707,33610
160,29768.29,25707,33610
161,29700.29,25707,33610
162,29642.39,25446,33296
163,29586.6,25446,33296
164,29548.21,25446,33296
165,29507.94,25446,33296
166,29450.71,25411,33296
167,29410.89,25411,33296
168,29353.38,25411,32834
169,29264.56,25411,32834
170,29218.44,25411,32834
171,29172.78,25411,32834
172,29106.24,25411,32277
173,29051.99,25411,32277
174,28995.18,25411,32277
175,28970.65,25411,32277
176,28919.08,25411,32277
177,28875.67,25411,32277
178,28828.61,25411,32257
179,28754.51,25411,32257
180,28699.74,24979,32257
181,28647.44,24979,32257
182,28590.1,24979,32257
183,28540.88,24958,32077
184,28497.1,24846,32077
185,28460.39,24803,32077
186,28423.48,24803,32077
187,28376.81,24803,31535
188,28313.62,24803,31290
189,28279,24803,31290
190,28235.31,24777,31290
191,28194.57,24772,31290
192,28145.89,24772,31290
193,28087.51,24637,31290
194,28024.08,24637,30881
195,27984.49,24637,30881
196,27938.28,24369,30881
197,27898.07,24369,30881
198,27846.46,24261,30881
199,27819.03,24261,30881
200,27773.86,24261,30393
201,27739.89,24261,30393
202,27701.91,24261,30393
203,27646.22,24256,30393
204,27617.75,24256,30393
205,27562.57,24256,30393
206,27535.44,24256,30393
207,27482.17,24132,30393
208,27434.09,24132,30393
209,27404.77,24132,30393
210,27359.87,24132,30198
211,27330.28,24132,30198
212,27295.45,24132,30198
213,27259.23,24129,30198
214,27217.16,24129,30198
215,27157.88,24129,30198
216,27104.19,24129,30198
217,27050.83,24129,30198
218,27025.89,24129,30180
219,26975.23,24129,30007
220,26939.77,23954,29956
221,26881.41,23954,29956
222,26828.87,23954,29633
223,26793.89,23954,29633
224,26750.36,23765,29633
225,26720.7,23765,29579
226,26680.93,23765,29387
227,26664.07,23765,29387
228,26615.88,23765,29387
229,26578.6,23765,29387
230,26539.39,23765,29363
231,26494.67,23513,29287
232,26467.79,23443,29287
233,26444.5,23443,29186
234,26401.36,23443,29186
235,26359.85,23443,29115
236,26323.8,23443,28999
237,26284.17,23443,28959
238,26247.8,23358,28959
239,26204.19,23358,28959
240,26180.42,23345,28959
241,26131.97,23256,28959
242,26104.93,23256,28959
243,26067.96,23256,28959
244,26023.69,23256,28959
245,25996.32,23256,28959
246,25966.63,23256,28959
247,25938.06,23256,28959
248,25915.65,23256,28959
249,25887.7,23256,28959
250,25855.77,23256,28959
251,25826.18,23256,28816
252,25783.38,23055,28816
253,25762.59,23055,28816
254,25721.67,22741,28816
255,25680.78,22691,28816
256,25660.08,22691,28694
257,25637.77,22584,28694
258,25614.27,22584,28694
259,25578.17,22528,28694
260,25535.61,22340,28694
261,25495.48,22340,28694
262,25457.37,22340,28694
263,25431.01,22188,28681
264,25416.71,22188,28681
265,25385.33,22188,28681
266,25326.54,22188,28681
267,25298.23,22188,28681
268,25264.12,22188,28619
269,25245.83,22181,28619
270,25198.71,22181,28564
271,25164.28,22181,28564
272,25139.03,22176,28564
273,25114.12,22176,28410
274,25105.35,22136,28410
275,25077.82,22027,28408
276,25042.26,21994,28408
277,25017.02,21972,28408
278,24989.93,21964,28408
279,24959.25,21964,28408
280,24928.54,21964,28408
281,24907.25,21827,28408
282,24874.32,21827,28408
283,24846.16,21827,28408
284,24825.19,21819,28408
285,24795.62,21819,28408
286,24769.11,21819,28408
287,24734.64,21819,28408
288,24703.02,21819,28184
289,24674.14,21819,28184
290,24641.63,21819,28141
291,24615.01,21819,28141
292,24585.66,21674,28141
293,24561.58,21664,28141
294,24538.23,21664,28099
295,24508.66,21664,28021
296,24481.49,21628,28021
297,24460.68,21628,27886
298,24432.26,21628,27886
299,24396.09,21628,27886
300,24367.4,21627,27724
301,24347.39,21627,27547
302,24320.24,21612,27547
303,24302.08,21612,27547
304,24277.43,21612,27547
305,24246.2,21612,27547
306,24212.95,21612,27547
307,24186.17,21612,27547
308,24160.47,21582,27547
309,24132.25,21582,27547
310,24103.71,21314,27547
311,24082.11,21314,27493
312,24053.01,21314,27493
313,24034.21,21314,27394
314,24010.51,21314,27394
315,23986.03,21314,27394
316,23965.3,21314,27394
317,23942.73,21283,27373
318,23922.09,21268,27373
319,23892.9,21268,27349
320,23869.29,21268,27349
321,23827.69,21268,27349
322,23807.42,21268,27115
323,23774.42,21268,26790
324,23744.12,21245,26790
325,23709.19,21245,26790
326,23678.31,21245,26790
327,23657.35,21245,26790
328,23639.01,21245,26790
329,23611.58,21156,26790
330,23586.79,21156,26790
331,23567.02,21156,26790
332,23546.68,21156,26739
333,23522.31,21156,26739
334,23513.64,21156,26730
335,23497.65,21156,26730
336,23482.01,21156,26730
337,23470.78,21156,26730
338,23453.47,21156,26730
339,23428.78,21156,26730
340,23402.5,21041,26730
341,23380.38,21012,26730
342,23341.43,21012,26710
343,23320.13,20999,26710
344,23289.41,20999,26626
345,23268.95,20945,26626
346,23248.32,20828,26626
347,23224.33,20819,26626
348,23194.25,20819,26626
349,23159.02,20819,26626
350,23136.02,20819,26626
351,23116.19,20819,26607
352,23103.92,20819,26607
353,23072.71,20819,26607
354,23058.48,20718,26467
355,23042.35,20718,26400
356,23023.92,20718,26400
357,22996.88,20368,26400
358,22983.58,20368,26400
359,22954.27,20368,26386
360,22931.72,20368,26279
361,22915.41,20368,26279
362,22889.48,20368,26279
363,22870.51,20368,26251
364,22855.05,20368,26251
365,22833.78,20354,26251
366,22807.49,20354,26233
367,22762.78,20354,26233
368,22745.27,20354,26231
369,22732.36,20354,26228
370,22717.21,20354,26228
371,22698.77,20354,26228
372,22678.62,20354,26228
373,22652.97,20354,25985
374,22642.48,20354,25985
375,22626.11,20354,25843
376,22605.45,20354,25816
377,22576.5,20354,25816
378,22542.9,19900,25816
379,22513.52,19900,25816
380,22488.55,19900,25677
381,22478.29,19810,25677
382,22459.82,19810,25652
383,22437.29,19810,25521
384,22414.7,19657,25521
385,22398.83,19657,25293
386,22377.91,19657,25278
387,22352.4,19657,25241
388,22338.92,19633,25241
389,22316.68,19530,25241
390,22300.46,19530,25241
391,22285.33,19486,25241
392,22263.34,19486,25241
393,22253.39,19486,25238
394,22237.5,19456,25238
395,22222.11,19413,25238
396,22201.5,19413,25088
397,22172.59,19306,25088
398,22151.75,19306,25088
399,22135.36,19306,25088
400,22121.22,19306,25088
401,22110.04,19306,25088
402,22091.86,19303,25088
403,22070.63,19294,25088
404,22053.79,19283,25088
405,22037.25,19115,25088
406,22016.23,19077,25088
407,22003.28,19077,25088
408,21990.03,19077,25088
409,21969.95,19077,25088
410,21941.84,19043,25088
411,21920.85,19043,25088
412,21902.21,19043,25088
413,21889.76,19023,25088
414,21874.83,19023,25088
415,21857.64,18987,25088
416,21844.1,18987,25023
417,21829.24,18987,24816
418,21812.97,18987,24816
419,21795.56,18987,24816
420,21783.22,18987,24816
421,21762.69,18960,24816
422,21743.1,18960,24816
423,21731.7,18960,24779
424,21715.03,18960,24779
425,21695.86,18960,24779
426,21680.04,18960,24779
427,21664.2,18960,24779
428,21651.2,18960,24779
429,21635.42,18960,24779
430,21612.73,18960,24779
431,21595.46,18960,24779
432,21577.68,18901,24548
433,21557.18,18901,24548
434,21543.86,18799,24548
435,21524.17,18799,24548
436,21511.62,18799,24502
437,21497.26,18762,24502
438,21481.95,18762,24502
439,21469.62,18762,24502
440,21457.18,18762,24502
441,21441.13,18762,24502
442,21428.6,18686,24502
443,21414.87,18686,24318
444,21395.49,18641,24318
445,21375.05,18641,24154
446,21368.31,18641,24154
447,21351.13,18641,24150
448,21333.37,18641,24150
449,21326.52,18641,24150
450,21304.96,18641,24150
451,21300.56,18641,24150
452,21290.17,18641,24150
453,21277.41,18641,24150
454,21263.26,18641,24150
455,21247.58,18641,24088
456,21228.7,18641,24013
457,21216.04,18641,24013
458,21198.75,18641,23893
459,21178.68,18636,23868
460,21160.11,18636,23868
461,21147.63,18602,23868
462,21127.08,18533,23868
463,21115.59,18533,23868
464,21091.19,18533,23868
465,21077.9,18527,23868
466,21063.16,18527,23868
467,21046.85,18527,23868
468,21036.43,18527,23744
469,21028.22,18380,23744
470,21002.21,18380,23744
471,20983.94,18380,23744
472,20974.93,18380,23744
473,20963.45,18344,23744
474,20948.55,18344,23741
475,20924.32,18344,23741
476,20909.12,18278,23741
477,20900.76,18278,23741
478,20879.43,18278,23736
479,20866.46,18278,23736
480,20859.04,18278,23736
481,20848.53,18278,23736
482,20838.79,18273,23736
483,20830.04,18225,23736
484,20819.56,18225,23716
485,20805.81,18210,23716
486,20789.65,18171,23716
487,20777.57,18171,23716
488,20761.61,18171,23716
489,20749.57,18150,23716
490,20733.04,18150,23716
491,20725.25,18132,23716
492,20709.8,18132,23716
493,20701.61,18064,23716
494,20692.02,18064,23716
495,20683.13,18064,23716
496,20658.4,18064,23716
497,20643.64,18064,23716
498,20632.5,18064,23716
499,20615.17,18064,23558
500,20605.35,18064,23558
501,20588.89,18064,23558
502,20583.77,18064,23480
503,20569.9,18064,23480
504,20554.99,18064,23480
505,20543.73,18064,23480
506,20527.06,18052,23480
507,20517.13,18052,23480
508,20504.47,18052,23480
509,20495.23,17977,23480
510,20479.48,17977,23480
511,20471.11,17977,23480
512,20462.97,17974,23464
513,20455.04,17974,23464
514,20442.82,17974,23464
515,20431.23,17974,23381
516,20413.5,17974,23121
517,20395.41,17974,23121
518,20384.51,17974,23121
519,20375.19,17934,23121
520,20368.97,17934,23075
521,20351.68,17934,23075
522,20335.73,17934,22908
523,20320.71,17934,22908
524,20307.17,17922,22908
525,20298.97,17922,22908
526,20288.29,17916,22908
527,20268.42,17916,22908
528,20254.96,17916,22908
529,20247.28,17866,22908
530,20234.81,17866,22908
531,20221.93,17863,22908
532,20211.63,17762,22908
533,20200.46,17670,22908
534,20184.02,17670,22908
535,20165.35,17620,22908
536,20151.26,17620,22908
537,20143.17,17604,22908
538,20119.89,17604,22908
539,20104.91,17603,22908
540,20092.54,17603,22908
541,20082.27,17603,22908
542,20072.54,17603,22908
543,20059.78,17603,22908
544,20047.33,17603,22905
545,20035.73,17603,22896
546,20019.08,17600,22866
547,20005.33,17600,22866
548,19991.88,17600,22860
549,19980.08,17588,22860
550,19970.03,17588,22860
551,19960.59,17588,22860
552,19944.81,17588,22860
553,19937.77,17588,22860
554,19928.83,17588,22860
555,19911.27,17588,22860
556,19903.38,17588,22860
557,19888.66,17588,22860
558,19876.25,17588,22860
559,19870.13,17566,22860
560,19853.86,17566,22845
561,19846.9,17566,22845
562,19837.98,17563,22845
563,19829.69,17563,22845
564,19822.17,17563,22843
565,19813.51,17563,22843
566,19805.32,17563,22843
567,19788.98,17545,22843
568,19779.56,17545,22843
569,19765.3,17545,22843
570,19756.75,17545,22843
571,19746.79,17502,22843
572,19735.97,17496,22832
573,19728.11,17496,22832
574,19718.18,17496,22832
575,19702.39,17496,22832
576,19687.49,17488,22832
577,19679.91,17488,22832
578,19673.75,17488,22832
579,19649.8,17485,22832
580,19636.83,17485,22832
581,19631.27,17485,22832
582,19621.86,17485,22825
583,19615.15,17485,22825
584,19605.57,17485,22825
585,19594.85,17485,22797
586,19580.11,17474,22797
587,19572.08,17474,22797
588,19564.11,17471,22797
589,19559,17471,22797
590,19544.44,17471,22740
591,19530.52,17471,22740
592,19518.36,17471,22740
593,19510.02,17471,22740
594,19502.89,17471,22734
595,19484.29,17471,22734
596,19470.68,17471,22720
597,19465.52,17463,22720
598,19453.79,17395,22720
599,19436.2,17395,22720
600,19426.57,17395,22720
601,19411.52,17395,22720
602,19405.02,17395,22720
603,19394.48,17395,22720
604,19389.97,17395,22720
605,19375.68,17395,22720
606,19367.38,17387,22720
607,19361.54,17387,22720
608,19350.62,17387,22720
609,19341.79,17387,22720
610,19334.64,17387,22720
611,19321.24,17387,22720
612,19305.11,17387,22720
613,19298.07,17387,22720
614,19293.52,17387,22720
615,19277.46,17387,22720
616,19269.36,17387,22720
617,19257.59,17387,22720
618,19253.96,17387,22674
619,19248.15,17370,22674
620,19240.65,17370,22674
621,19234.88,17327,22674
622,19222.68,17327,22674
623,19212.62,17327,22674
624,19204.21,17327,22674
625,19199.18,17327,22674
626,19188.99,17326,22674
627,19180.99,17326,22674
628,19172.01,17326,22670
629,19158.77,17298,22670
630,19151.19,17298,22670
631,19143.33,17258,22634
632,19134.83,17258,22634
633,19126.25,17258,22634
634,19122.01,17258,22634
635,19104.77,17217,22634
636,19097.13,17217,22634
637,19089.29,17215,22634
638,19082.53,17215,22634
639,19072.73,17209,22634
640,19068,17209,22604
641,19053.1,17177,22604
642,19042.42,17142,22586
643,19031.45,17142,22586
644,19018.16,17130,22572
645,19000.98,17130,22572
646,18990.24,17019,22572
647,18976.39,16980,22572
648,18965.62,16980,22572
649,18953.53,16980,22572
650,18946.51,16980,22572
651,18935.2,16980,22572
652,18930.16,16980,22572
653,18919.29,16980,22572
654,18912.65,16980,22572
655,18903.54,16980,22572
656,18891.05,16967,22572
657,18875.4,16967,22572
658,18862.4,16912,22572
659,18849.81,16912,22562
660,18837.13,16912,22562
661,18829.49,16893,22562
662,18821.87,16893,22562
663,18807.74,16893,22540
664,18797.71,16893,22540
665,18786.92,16893,22540
666,18778.43,16893,22540
667,18766.04,16893,22540
668,18755.31,16893,22540
669,18746.05,16893,22540
670,18737.25,16893,22540
671,18733.01,16893,22540
672,18728.25,16893,22540
673,18722.05,16893,22540
674,18706.21,16763,22540
675,18692.55,16763,22540
676,18685.14,16763,22540
677,18673.97,16758,22508
678,18666.19,16758,22508
679,18654.03,16758,22508
680,18639.86,16758,22508
681,18633.23,16758,22508
682,18623.45,16758,22508
683,18615.69,16758,22499
684,18604.92,16758,22499
685,18595.01,16749,22499
686,18588.51,16749,22441
687,18580.64,16749,22441
688,18571.28,16478,22340
689,18565.58,16478,22340
690,18558,16478,22302
691,18547.79,16478,22221
692,18541,16478,22101
693,18536.65,16478,22040
694,18525.07,16478,21936
695,18518.68,16477,21936
696,18510.82,16477,21936
697,18501.66,16477,21936
698,18494.35,16477,21936
699,18486.36,16477,21936
700,18477.81,16363,21915
701,18469.53,16363,21915
702,18460.76,16363,21915
703,18450.95,16363,21915
704,18446.91,16363,21911
705,18436.18,16363,21911
706,18431.37,16357,21901
707,18423.89,16357,21901
708,18409.94,16288,21901
709,18396.34,16283,21889
710,18388.48,16283,21840
711,18386,16283,21840
712,18379,16283,21840
713,18369.1,16283,21840
714,18358.94,16274,21656
715,18353.14,16274,21656
716,18339.9,16274,21656
717,18335.96,16274,21656
718,18330.32,16274,21656
719,18320.82,16274,21656
720,18308.86,16274,21656
721,18303.28,16274,21656
722,18293.03,16274,21656
723,18279.95,16274,21656
724,18276.64,16274,21656
725,18271.38,16248,21656
726,18262.57,16248,21646
727,18251.85,16248,21646
728,18246.66,16248,21646
729,18238.4,16229,21646
730,18232.09,16228,21646
731,18224.3,16228,21628
732,18215.4,16228,21628
733,18205.45,16228,21628
734,18197.39,16228,21628
735,18192.87,16228,21628
736,18185.32,16228,21628
737,18180.49,16200,21628
738,18172.99,16171,21628
739,18163.84,16117,21628
740,18157.03,16087,21628
741,18149.38,16087,21628
742,18145.23,16087,21628
743,18136.27,16087,21628
744,18119.13,16087,21628
745,18113.67,15909,21628
746,18109.13,15909,21628
747,18097.29,15909,21628
748,18091.93,15909,21628
749,18085.43,15844,21628
750,18076.51,15844,21628
751,18064.7,15844,21628
752,18050.34,15844,21550
753,18042.62,15835,21550
754,18036.82,15835,21550
755,18027.52,15835,21550
756,18017.32,15835,21540
757,18006.5,15826,21540
758,18000.93,15826,21540
759,17990.2,15826,21540
760,17974.38,15826,21540
761,17964.21,15820,21540
762,17958.36,15789,21540
763,17951.58,15789,21540
764,17946.33,15789,21540
765,17940.27,15789,21540
766,17930.51,15789,21540
767,17920.7,15789,21540
768,17911.1,15789,21540
769,17904.2,15789,21540
770,17898.11,15771,21540
771,17885.67,15771,21540
772,17881.47,15771,21540
773,17878.17,15771,21540
774,17873.71,15771,21540
775,17867.38,15771,21540
776,17863.05,15771,21540
777,17856.21,15771,21540
778,17850.06,15721,21540
779,17839.21,15721,21540
780,17829.45,15721,21540
781,17823.33,15721,21540
782,17816.32,15721,21540
783,17811.52,15721,21540
784,17802.09,15721,21540
785,17790.36,15695,21540
786,17780.81,15695,21540
787,17773.32,15695,21540
788,17766.82,15695,21540
789,17760.92,15695,21540
790,17754.93,15695,21540
791,17742.61,15695,21540
792,17734.68,15695,21540
793,17720.43,15674,21540
794,17711.06,15674,21540
795,17707.67,15674,21540
796,17704.83,15674,21540
797,17700.36,15674,21540
798,17696.85,15660,21540
799,17692.88,15645,21540
800,17687.77,15645,21540
801,17684.23,15645,21540
802,17675.7,15596,21540
803,17663.7,15596,21540
804,17654.37,15596,21540
805,17649.27,15596,21540
806,17640.74,15596,21540
807,17632.29,15596,21525
808,17621.9,15596,21401
809,17611.7,15596,21401
810,17603.57,15596,21401
811,17596.19,15579,21401
812,17593.43,15569,21401
813,17589.05,15553,21401
814,17582.69,15553,21401
815,17578.2,15553,21401
816,17568.66,15501,21401
817,17562.37,15501,21401
818,17555.23,15501,21401
819,17551.28,15501,21401
820,17542.03,15501,21401
821,17532.73,15501,21401
822,17525.88,15413,21401
823,17521.89,15413,21401
824,17512.95,15413,21401
825,17505.72,15413,21401
826,17492.17,15404,21401
827,17479.42,15404,21401
828,17471.49,15396,21401
829,17464.74,15396,21401
830,17459.76,15396,21401
831,17453.61,15396,21401
832,17446.17,15396,21401
833,17436.15,15396,21401
834,17426.93,15396,21384
835,17422.33,15396,21384
836,17413.57,15396,21384
837,17409.74,15396,21384
838,17397.77,15396,21384
839,17393.17,15384,21384
840,17383.92,15384,21384
841,17380.99,15384,21384
842,17374.11,15384,21314
843,17365.91,15384,21314
844,17358.64,15384,21314
845,17352.26,15384,21314
846,17342.67,15328,21314
847,17334.05,15328,21314
848,17328.06,15328,21314
849,17322.97,15328,21314
850,17319.04,15328,21314
851,17311.83,15328,21314
852,17306.72,15328,21314
853,17295.46,15328,21314
854,17284.41,15328,21311
855,17278.5,15328,21311
856,17273.2,15328,21311
857,17264.7,15328,21311
858,17256.93,15328,21311
859,17247.86,15328,21311
860,17240.49,15328,21311
861,17234.66,15328,21311
862,17229.61,15328,21311
863,17222.08,15321,21311
864,17209.76,15311,21311
865,17201.33,15311,21311
866,17194.87,15191,21311
867,17183.86,15191,21311
868,17177.44,15191,21311
869,17171.92,15191,21311
870,17167.65,15191,21311
871,17162.81,15191,21311
872,17151.63,15191,21311
873,17144.28,15191,21289
874,17138,15191,21289
875,17127.08,15191,21289
876,17122.52,15191,21289
877,17119.36,15191,21289
878,17111.56,15191,21289
879,17108.14,15191,21289
880,17103.39,15191,21220
881,17096.21,15191,21220
882,17093.83,15191,21220
883,17083.84,15172,21220
884,17077.95,15172,21220
885,17070.2,15172,21220
886,17064.43,15172,21220
887,17057.16,15056,21220
888,17050.29,15056,21220
889,17045.9,15056,21220
890,17037.35,15056,21220
891,17034,15056,21194
892,17029.07,15056,21188
893,17019.55,15056,21188
894,17014.83,15056,21172
895,17009.81,15056,21172
896,17006.97,15056,21172
897,17000.91,15056,21172
898,16998.74,15056,21172
899,16993.7,15056,21148
900,16985.22,15056,21148
901,16975.02,15056,21148
902,16970.79,15056,21148
903,16964.87,15056,21148
904,16956.24,15056,21148
905,16952.6,15056,21148
906,16946.49,15056,21148
907,16940.8,15056,21148
908,16936.77,15056,21148
909,16932.14,15056,21148
910,16924,15037,21148
911,16916.55,15037,21148
912,16908.73,15037,21148
913,16900.02,15037,21148
914,16888.85,15017,21148
915,16882.96,15017,21148
916,16877.14,14939,21148
917,16872.33,14939,21148
918,16870.55,14939,21148
919,16868.33,14939,21148
920,16863.54,14939,21148
921,16857.87,14939,21148
922,16848.84,14939,21083
923,16844.51,14939,21083
924,16838.26,14939,21062
925,16835.43,14921,21062
926,16833.12,14921,21062
927,16824.86,14921,21062
928,16819.77,14921,21062
929,16813.97,14921,21062
930,16809.74,14921,21062
931,16804.59,14921,21062
932,16800.63,14921,21062
933,16796.69,14921,21036
934,16791.27,14921,21036
935,16787.3,14902,21036
936,16781.48,14902,21036
937,16780.03,14902,21036
938,16765.86,14902,21036
939,16760.87,14902,21036
940,16752.98,14902,21036
941,16744.98,14897,21036
942,16736.89,14871,21030
943,16733.31,14871,21030
944,16730.76,14871,21030
945,16724.57,14871,21030
946,16716.58,14864,21018
947,16704.68,14860,21018
948,16698.01,14860,21018
949,16692.5,14853,20970
950,16688.02,14853,20970
951,16679.23,14853,20970
952,16673.1,14853,20884
953,16660.37,14834,20884
954,16654.71,14834,20795
955,16647.66,14834,20795
956,16642.04,14834,20795
957,16636.9,14834,20795
958,16633.81,14834,20795
959,16626.23,14806,20795
960,16620.63,14806,20795
961,16613.34,14791,20767
962,16606.56,14791,20767
963,16603.72,14791,20767
964,16598.65,14771,20767
965,16591.62,14771,20767
966,16585.52,14661,20767
967,16581.27,14646,20767
968,16576.48,14646,20767
969,16568.01,14646,20767
970,16563.98,14646,20767
971,16558.64,14646,20767
972,16550.97,14646,20767
973,16545.42,14646,20767
974,16540.47,14646,20767
975,16528.76,14646,20745
976,16524.97,14646,20745
977,16521.22,14646,20745
978,16515.7,14646,20745
979,16511.05,14646,20745
980,16507.59,14646,20693
981,16501.72,14646,20678
982,16494.54,14646,20678
983,16483.1,14646,20664
984,16478.27,14646,20651
985,16472.84,14646,20651
986,16469.65,14646,20651
987,16463.91,14646,20651
988,16459.63,14646,20651
989,16451.85,14646,20651
990,16445.1,14646,20651
991,16436.07,14646,20651
992,16427.45,14646,20651
993,16423.46,14646,20651
994,16418.95,14646,20651
995,16415.48,14646,20651
996,16412.32,14646,20651
997,16407.1,14646,20651
998,16402.36,14646,20651
999,16395.12,14646,20651
1000,16386.7,14646,20651
1001,16384.08,14646,20651
