iterations,average,min,max
375,11214.22,10166,12155
376,11210.83,10166,12155
377,11209.84,10166,12155
378,11208.46,10166,12155
379,11207.87,10166,12155
380,11206.26,10166,12155
381,11202.38,10166,12155
382,11199.67,10166,12155
383,11197.97,10166,12155
384,11194.92,10166,12155
385,11194.16,10166,12155
386,11193.39,10166,12155
387,11189.68,10166,12155
388,11188.76,10166,12155
389,11187.86,10166,12155
390,11187.5,10166,12155
391,11187.05,10166,12155
392,11186.26,10166,12155
393,11185.8,10166,12155
394,11185.41,10166,12155
395,11183.59,10166,12155
396,11179.83,10166,12155
397,11179.05,10166,12155
398,11178.19,10166,12155
399,11175.72,10166,12155
400,11174.71,10166,12155
401,11174.14,10166,12155
402,11173.69,10166,12155
403,11172.86,10166,12155
404,11172.53,10166,12155
405,11171.71,10166,12155
406,11171.12,10166,12155
407,11170.85,10166,12155
408,11165.63,10166,12155
409,11164.11,10166,12155
410,11162.6,10166,12155
411,11161.68,10166,12155
412,11160.68,10166,12155
413,11160.36,10166,12155
414,11159.04,10166,12134
415,11158.17,10166,12134
416,11157.19,10163,12134
417,11156.53,10163,12134
418,11156.32,10163,12134
419,11151.5,10163,12134
420,11146.87,10163,12134
421,11145.84,10163,12134
422,11145.24,10163,12134
423,11144.96,10163,12134
424,11144.3,10163,12134
425,11142.48,10163,12134
426,11142.09,10163,12134
427,11141.14,10163,12134
428,11140.21,10163,12134
429,11139.97,10163,12134
430,11139.78,10163,12134
431,11136.44,10163,12122
432,11134.3,10163,12122
433,11133.68,10163,12122
434,11131.75,10163,12122
435,11131.45,10163,12116
436,11129.34,10163,12116
437,11128.49,10163,12116
438,11127.58,10163,12116
439,11126.82,10163,12116
440,11125.89,10163,12116
441,11125.24,10163,12116
442,11124.49,10163,12116
443,11124.04,10163,12116
444,11123.87,10163,12116
445,11123.24,10163,12116
446,11122.72,10163,12116
447,11120.56,10163,12116
448,11114.63,10163,12116
449,11113.62,10163,12116
450,11109.62,10163,11886
451,11109.11,10163,11880
452,11108.51,10163,11877
453,11107.22,10163,11877
454,11106.17,10163,11877
455,11103.9,10163,11877
456,11103.56,10163,11877
457,11100.84,10163,11877
458,11100.09,10163,11877
459,11094,10163,11859
460,11091.91,10163,11859
461,11090.79,10163,11859
462,11085.46,10163,11859
463,11084.34,10163,11859
464,11083.85,10163,11859
465,11082.58,10163,11859
466,11079.9,10163,11859
467,11079.65,10163,11859
468,11076.18,10163,11859
469,11072,10163,11859
470,11069.44,10163,11859
471,11068.75,10163,11859
472,11068.33,10163,11859
473,11067.66,10163,11859
474,11067.01,10163,11859
475,11066.11,10163,11859
476,11065.84,10163,11859
477,11065.06,10163,11859
478,11063.35,10163,11859
479,11059.35,10163,11859
480,11058.56,10163,11859
481,11058.19,10163,11859
482,11057.76,10163,11859
483,11057.26,10163,11859
484,11056.91,10163,11859
485,11056.76,10163,11859
486,11056.76,10163,11859
487,11052.28,10163,11859
488,11051.74,10163,11859
489,11051.58,10163,11859
490,11049.73,10163,11859
491,11049.18,10157,11859
492,11048.94,10157,11859
493,11048.29,10157,11859
494,11046.74,10157,11859
495,11046.44,10157,11859
496,11045.96,10157,11859
497,11044.11,10157,11859
498,11043.73,10157,11859
499,11043.46,10157,11859
500,11043.02,10157,11859
501,11042.43,10157,11859
502,11041.96,10157,11859
503,11041.76,10157,11859
504,11040.32,10157,11859
505,11036.96,10157,11859
506,11036.15,10157,11859
507,11035.42,10157,11859
508,11034.94,10157,11859
509,11034.08,10157,11859
510,11030.26,10157,11859
511,11029.17,10157,11800
512,11026.84,10157,11800
513,11024.79,10157,11800
514,11023.94,10157,11800
515,11021.69,10157,11800
516,11020.85,10157,11800
517,11019.17,10157,11800
518,11019.03,10157,11800
519,11017.81,10157,11800
520,11015.14,10157,11800
521,11015.11,10157,11800
522,11014.83,10157,11800
523,11014.71,10157,11800
524,11013.59,10157,11800
525,11013.47,10157,11800
526,11012.71,10157,11800
527,11012.56,10157,11800
528,11012.04,10157,11800
529,11011.8,10157,11800
530,11011.68,10157,11800
531,11010.01,10157,11800
532,11009.86,10157,11800
533,11009.85,10157,11800
534,11009.06,10157,11800
535,11008.88,10157,11800
536,11008.84,10157,11800
537,11008.1,10157,11800
538,11008.01,10157,11800
539,11007.74,10157,11800
540,11007.68,10157,11800
541,11006.88,10157,11800
542,11006.33,10157,11800
543,11004.17,10157,11800
544,11003.52,10157,11800
545,11003.52,10157,11800
546,11003.03,10157,11800
547,11002.65,10156,11800
548,11002.16,10156,11800
549,11001.71,10156,11800
550,10999.94,10156,11800
551,10997.86,10156,11800
552,10995.78,10156,11800
553,10995.72,10156,11800
554,10995.57,10156,11800
555,10994.59,10156,11800
556,10994.21,10156,11800
557,10994.15,10156,11800
558,10993.74,10156,11800
559,10993.1,10156,11800
560,10992.2,10156,11800
561,10992.05,10156,11800
562,10991.98,10156,11800
563,10991.1,10156,11800
564,10990.68,10156,11800
565,10990.09,10156,11794
566,10989.49,10156,11794
567,10989.12,10156,11790
568,10988.97,10156,11790
569,10988.73,10156,11790
570,10986.96,10156,11790
571,10984.13,10156,11790
572,10983.54,10156,11790
573,10982.37,10156,11790
574,10982.01,10156,11790
575,10981.62,10156,11790
576,10981.5,10156,11790
577,10981.5,10156,11790
578,10981.1,10156,11790
579,10980.6,10156,11790
580,10980.39,10156,11790
581,10980.09,10156,11790
582,10979.67,10156,11790
583,10979.25,10156,11790
584,10977.77,10156,11790
585,10977.35,10156,11790
586,10975.21,10156,11790
587,10974.12,10156,11790
588,10973.82,10156,11790
589,10973.7,10156,11790
590,10972.73,10156,11790
591,10971.13,10156,11790
592,10970.59,10156,11790
593,10970.13,10156,11790
594,10969.13,10156,11790
595,10968.23,10156,11790
596,10965.6,10156,11790
597,10965.41,10156,11790
598,10965.11,10156,11790
599,10964.87,10156,11790
600,10964.6,10156,11790
601,10964.24,10156,11790
602,10963.99,10156,11790
603,10963.75,10156,11790
604,10963.21,10156,11790
605,10962.7,10156,11790
606,10962.22,10156,11790
607,10959.96,10156,11790
608,10959.66,10156,11790
609,10957.44,10156,11790
610,10957.29,10156,11790
611,10957.26,10156,11790
612,10957.2,10156,11790
613,10956.99,10156,11790
614,10956.75,10156,11790
615,10956.17,10156,11790
616,10954.38,10156,11790
617,10954.2,10156,11790
618,10953.98,10156,11790
619,10953.66,10150,11790
620,10953.37,10150,11790
621,10953.31,10150,11790
622,10953.28,10150,11790
623,10948.48,10150,11790
624,10948.04,10150,11790
625,10947.42,10150,11790
626,10947.01,10150,11790
627,10946.18,10150,11790
628,10944.13,10150,11790
629,10943.12,10150,11790
630,10942.54,10150,11790
631,10942.33,10150,11790
632,10939.75,10150,11790
633,10939.54,10150,11790
634,10938.68,10150,11790
635,10937.34,10150,11760
636,10937,10150,11760
637,10936.16,10150,11760
638,10935.89,10150,11760
639,10935.77,10150,11760
640,10934.75,10150,11760
641,10934.57,10150,11760
642,10934.54,10150,11760
643,10934.32,10150,11760
644,10932.01,10150,11760
645,10931.89,10150,11760
646,10931.8,10150,11760
647,10931.53,10150,11760
648,10930.44,10150,11760
649,10930.38,10150,11760
650,10930.23,10150,11760
651,10929.84,10150,11760
652,10929.09,10150,11760
653,10928.46,10150,11760
654,10928.16,10150,11760
655,10927.29,10150,11760
656,10924.81,10150,11760
657,10924.63,10150,11760
658,10924.48,10150,11760
659,10924.42,10150,11760
660,10924.42,10150,11760
661,10924.17,10150,11760
662,10923.9,10150,11760
663,10923.31,10150,11760
664,10923.18,10150,11760
665,10922.84,10150,11760
666,10922.45,10150,11760
667,10922.21,10150,11760
668,10921.04,10150,11760
669,10920.98,10150,11760
670,10920.75,10150,11760
671,10920.32,10150,11760
672,10920.11,10150,11760
673,10918.43,10150,11760
674,10918.31,10150,11760
675,10917.2,10150,11760
676,10917.12,10150,11760
677,10916.69,10150,11760
678,10916.19,10150,11760
679,10916.13,10150,11760
680,10916.04,10150,11760
681,10915.8,10150,11760
682,10915.68,10150,11760
683,10915.56,10150,11760
684,10915.42,10150,11760
685,10914.14,10150,11760
686,10914.02,10150,11760
687,10913.34,10150,11760
688,10912.71,10150,11760
689,10912.48,10150,11760
690,10912.06,10150,11760
691,10910.98,10150,11760
692,10910.59,10150,11760
693,10910.59,10150,11760
694,10908.49,10132,11760
695,10908.31,10132,11760
696,10908.14,10132,11760
697,10908.08,10132,11760
698,10907.9,10132,11760
699,10907.81,10123,11760
700,10907.81,10123,11760
701,10907.63,10123,11760
702,10906.2,10123,11760
703,10906.14,10123,11760
704,10904.35,10123,11760
705,10904.35,10123,11760
706,10904.23,10123,11760
707,10903.75,10123,11760
708,10903.34,10123,11760
709,10900.97,10123,11760
710,10900.79,10123,11760
711,10900.35,10123,11760
712,10900.11,10123,11760
713,10899.99,10123,11760
714,10897.92,10123,11760
715,10897.75,10123,11760
716,10897.06,10123,11760
717,10896.76,10123,11760
718,10896.38,10123,11760
719,10896.32,10123,11760
720,10896.17,10123,11760
721,10894.03,10123,11760
722,10893.47,10123,11760
723,10892.93,10123,11742
724,10892.72,10123,11742
725,10892.6,10123,11742
726,10892.38,10123,11742
727,10892.17,10123,11742
728,10892.08,10123,11742
729,10891.85,10123,11742
730,10891.46,10123,11742
731,10888.49,10123,11742
732,10887.5,10123,11742
733,10887.06,10123,11742
734,10886.87,10123,11742
735,10886.75,10123,11742
736,10886.55,10123,11742
737,10886.52,10123,11742
738,10886.37,10123,11742
739,10886.19,10123,11742
740,10885.45,10123,11742
741,10885.33,10123,11742
742,10884.98,10123,11742
743,10884.75,10123,11742
744,10884.75,10123,11742
745,10884.12,10123,11742
746,10883.89,10123,11742
747,10883.54,10123,11742
748,10883.24,10123,11742
749,10883.12,10123,11742
750,10883.12,10123,11742
751,10883.06,10123,11742
752,10882.8,10123,11742
753,10882.68,10123,11742
754,10882.22,10123,11739
755,10882.22,10123,11739
756,10879.59,10123,11739
757,10878.98,10123,11739
758,10877.24,10123,11739
759,10876.91,10123,11739
760,10874.88,10123,11739
761,10872.48,10123,11739
762,10871.66,10123,11739
763,10870.12,10123,11739
764,10869.79,10123,11739
765,10869.67,10123,11739
766,10869.14,10123,11739
767,10868.96,10123,11739
768,10867.7,10123,11739
769,10867.03,10123,11739
770,10866.97,10123,11739
771,10866.24,10123,11739
772,10865.56,10123,11739
773,10865.44,10117,11739
774,10864.98,10117,11739
775,10864.98,10117,11739
776,10864.98,10117,11739
777,10864.14,10117,11739
778,10862.2,10117,11739
779,10862.2,10117,11739
780,10861.69,10117,11739
781,10861.57,10117,11739
782,10859.68,10117,11739
783,10859.2,10117,11739
784,10859.12,10117,11739
785,10857.82,10117,11739
786,10857.57,10117,11739
787,10855.92,10117,11739
788,10853.57,10117,11739
789,10853.17,10117,11739
790,10852.92,10117,11739
791,10852.63,10117,11739
792,10851.81,10117,11739
793,10851.32,10117,11739
794,10851.1,10117,11739
795,10850.92,10117,11739
796,10849.95,10117,11739
797,10849.62,10117,11739
798,10848.03,10117,11739
799,10847.97,10117,11739
800,10847.97,10117,11739
801,10847.34,10117,11739
802,10846.57,10117,11739
803,10846.01,10103,11739
804,10845.95,10103,11739
805,10845.86,10103,11739
806,10845.86,10103,11739
807,10845.47,10103,11739
808,10845.32,10103,11739
809,10844.37,10103,11739
810,10843.18,10103,11739
811,10842.14,10103,11739
812,10842.02,10103,11739
813,10841.78,10103,11739
814,10841.54,10103,11739
815,10841.24,10103,11739
816,10841.06,10103,11739
817,10840.88,10103,11739
818,10840.77,10103,11739
819,10840.46,10103,11739
820,10840.41,10103,11739
821,10839.17,10103,11739
822,10838.93,10103,11739
823,10838.87,10103,11739
824,10838.69,10103,11739
825,10838.06,10103,11739
826,10837.95,10103,11739
827,10837.12,10103,11739
828,10835.22,10103,11739
829,10835.18,10103,11739
830,10835.15,10103,11739
831,10835.15,10103,11739
832,10834.18,10103,11739
833,10834.18,10103,11739
834,10833.56,10103,11739
835,10833.56,10103,11739
836,10833.13,10103,11739
837,10832.64,10103,11739
838,10832.38,10103,11739
839,10832.08,10103,11739
840,10831.88,10103,11739
841,10830.36,10103,11739
842,10830.18,10103,11739
843,10829.51,10103,11739
844,10826.57,10103,11739
845,10826.45,10103,11739
846,10826.45,10103,11739
847,10824.56,10103,11739
848,10824.03,10103,11739
849,10821.47,10068,11739
850,10821.3,10068,11739
851,10821.06,10068,11739
852,10820.57,10068,11739
853,10820.06,10026,11739
854,10819.94,10026,11739
855,10819.58,10020,11739
856,10819.31,10020,11739
857,10819.25,10020,11739
858,10819.25,10020,11739
859,10819.25,10020,11739
860,10819.13,10020,11739
861,10819.13,10020,11739
862,10819.07,10020,11739
863,10819.01,10020,11739
864,10819.01,10020,11739
865,10818.69,10020,11739
866,10818.69,10020,11739
867,10818.66,10020,11739
868,10818.45,10020,11739
869,10818.28,10020,11739
870,10818.28,10020,11739
871,10817.65,10020,11739
872,10813.3,10020,11739
873,10813.24,10020,11739
874,10813.03,10020,11739
875,10812.46,10020,11739
876,10812.32,10020,11739
877,10812.26,10020,11739
878,10812.08,10020,11739
879,10811.6,10020,11739
880,10811.18,10020,11739
881,10810.85,10020,11739
882,10810.73,10020,11739
883,10810.47,10020,11739
884,10807.59,10020,11739
885,10807.59,10020,11739
886,10807.32,10020,11739
887,10807.04,10020,11739
888,10806.71,10020,11739
889,10806.46,10020,11729
890,10806.46,10020,11729
891,10806.03,10020,11729
892,10805.6,10020,11729
893,10805.6,10020,11729
894,10805.45,10020,11729
895,10805.3,10020,11729
896,10805.3,10020,11729
897,10805.18,10020,11729
898,10805,10020,11729
899,10804.88,10020,11729
900,10804.64,10020,11729
901,10804.4,10020,11729
902,10804.22,10020,11729
903,10802.27,10020,11729
904,10802.1,10020,11729
905,10802.1,10020,11729
906,10801.65,10020,11729
907,10801.5,10020,11729
908,10801.14,10020,11729
909,10799.58,10020,11729
910,10799.55,10020,11729
911,10799.52,10020,11729
912,10799.25,10020,11729
913,10799.18,10020,11729
914,10798.94,10020,11729
915,10798.19,10020,11729
916,10797.7,9983,11729
917,10797.31,9983,11729
918,10797.26,9983,11729
919,10796.73,9983,11729
920,10796.57,9983,11729
921,10795.23,9977,11729
922,10794.68,9966,11729
923,10794.25,9966,11729
924,10794.06,9966,11729
925,10793.16,9917,11729
926,10792.86,9917,11729
927,10792.71,9911,11729
928,10790.43,9887,11729
929,10790.31,9887,11729
930,10790.06,9887,11729
931,10789.94,9887,11729
932,10789.7,9887,11729
933,10788.89,9887,11729
934,10788.68,9887,11729
935,10788.5,9887,11729
936,10788.17,9887,11729
937,10788.14,9887,11729
938,10786.28,9875,11729
939,10784.45,9875,11729
940,10782.57,9875,11729
941,10782.18,9875,11729
942,10780.07,9875,11729
943,10779.95,9875,11729
944,10777.47,9875,11729
945,10775.94,9869,11729
946,10775.46,9869,11729
947,10773.15,9869,11729
948,10772.82,9869,11729
949,10772.79,9869,11729
950,10772.37,9869,11729
951,10771.49,9869,11729
952,10770.44,9869,11729
953,10770.16,9869,11729
954,10770.16,9869,11729
955,10770.13,9869,11729
956,10770.07,9869,11729
957,10769.77,9869,11729
958,10769.21,9857,11714
959,10769.03,9857,11714
960,10768.88,9857,11714
961,10768.7,9857,11714
962,10768.64,9857,11714
963,10768.58,9857,11714
964,10768.52,9857,11714
965,10768.34,9857,11714
966,10767.85,9857,11714
967,10767.73,9857,11714
968,10767.45,9857,11714
969,10767.15,9857,11714
970,10767.15,9857,11714
971,10767,9851,11714
972,10766.91,9851,11714
973,10766.53,9851,11714
974,10766.51,9851,11714
975,10766.51,9851,11714
976,10766.42,9851,11714
977,10766.27,9845,11714
978,10766.12,9845,11714
979,10764.73,9845,11714
980,10764.73,9845,11714
981,10764.47,9845,11714
982,10764.26,9836,11714
983,10764.2,9836,11714
984,10764.2,9836,11714
985,10764.14,9836,11714
986,10763.87,9836,11714
987,10763.19,9836,11714
988,10762.58,9836,11714
989,10762.49,9836,11714
990,10762.16,9836,11714
991,10762.1,9836,11714
992,10761.81,9836,11714
993,10761.63,9836,11714
994,10761.12,9836,11714
995,10761.12,9836,11714
996,10761.06,9836,11714
997,10760.59,9833,11714
998,10760.49,9833,11714
999,10760.31,9833,11714
1000,10760.19,9833,11714
1001,10760.07,9833,11714
